Name;Version;Campaign start; Campaign end; DigitalCurrencyType; DigitalCurrencyAddr;Comment
NotPetya; ; 2017-06-27;;BTC;1Mz7153HMuxXTuR2R1t78mGSdzaAtNbBWX;https://hotforsecurity.bitdefender.com/blog/everything-you-need-to-know-about-the-goldeneye-petya-attack-18294.html

